id,word,detail,code
2034,overdrawer,"Early 20th century; earliest use found in William De Morgan (1839–1917), potter and novelist. From overdraw + -er.",2
2035,overhearer,"Late 16th century; earliest use found in Barnaby Rich (1542–1617), soldier and author. From overhear + -er.",2
2036,overmatter,Late 19th century; earliest use found in The Pall Mall Gazette. From over- + matter.,2
2037,overpronator,1980s; earliest use found in The Chicago Tribune. From overpronate + -or.,2
2038,overruler,"Late 16th century; earliest use found in Philip Sidney (1554–1586), author and courtier. From overrule + -er, probably partly after ruler.",2
2039,overseer,oversee,12
2040,oversupinator,1990s; earliest use found in Runner&#39;s World.,2
2041,ower,Late Middle English (in an earlier sense). From owe + -er.,2
2042,oxter,"Old English ōhsta, ōxta.",2
2043,oyster,"Middle English: from Old French oistre, via Latin from Greek ostreon; related to osteon ‘bone’ and ostrakon ‘shell or tile’.",2
2044,padder,"Early 19th century; earliest use found in Edward Bulwer-Lytton (1803–1873), writer and politician. From pad + -er&lt;br&gt;1920s; earliest use found in The Times. Probably from pad- + -er.",2
2045,painstaker,"Late 16th century; earliest use found in Anthony Copley (b. 1567), writer and conspirator. From the plural of pain + taker, after painstaking.",2
2046,painter,paint,12
2047,palaver,"Mid 18th century (in the sense ‘a talk between tribespeople and traders’): from Portuguese palavra ‘word’, from Latin parabola ‘comparison’ (see parable).",2
2048,pallor,pale,12
2049,palmcorder,1980s: blend of palm and recorder.,2
2050,palmer,"Middle English: from Anglo-Norman French, from medieval Latin palmarius ‘pilgrim’, from Latin palma ‘palm’.",2
2051,palmier,"French, literally ‘palm tree’.",2
2052,palpifer,"Mid 19th century; earliest use found in Edward Newman (1801–1876), naturalist. From either palp or palpus + -ifer.",2
2053,palpiger,"Mid 19th century; earliest use found in Edward Newman (1801–1876), naturalist. From post-classical Latin palpus palp + -ger carrying, carrier.",2
2054,pander,"Late Middle English (as a noun): from Pandare, the name of a character in Chaucer&#39;s Troilus and Criseyde (see Pandarus). The verb dates from the early 17th century.",2
2055,paneer,From Hindi or Persian panīr ‘cheese’.,2
2056,panner,Mid 19th century. From pan + -er.,2
2057,pannier,"Middle English: from Old French panier, from Latin panarium ‘bread basket’, from panis ‘bread’.",2
2058,panter,"Middle English; earliest use found in The Chronicle of Robert of Gloucester. From Anglo-Norman paneter, panetier, pannetier, paintier pantry-man, panter, baker and Old French, Middle French, French panetier, pannetier panter, baker from pain bread + -etier, extended form of -ier (compare Middle French, French † paneter to knead bread, to supply with bread). Compare Old Occitan panatier, panetier, Catalan paneter, Spanish panadero, Italian panettiere, post-classical Latin panaterius, panetarius, paneterius, panitarius baker, officer in charge of the pantry&lt;br&gt;late 17th century (in an earlier sense). From pant + -er.",2
2059,panther,"Middle English: from Old French pantere, from Latin panthera, from Greek panthēr. In Latin, pardus ‘leopard’ also existed; the two terms led to confusion: until the mid 19th century many taxonomists regarded the panther and the leopard as separate species.",2
2060,pantler,"Late Middle English; earliest use found in Robert Mannyng (d. c1338), poet and historian. Probably variant of panter, perhaps after butler. There is no equivalent form attested in French or in post-classical Latin, although compare post-classical Latin pantleria pantry.",2
2061,pantocrator,"Late 19th century: via Latin from Greek, ‘ruler over all’.",2
2062,panzer,"From German Panzer, literally ‘coat of mail’.",2
2063,paper,"Middle English: from Anglo-Norman French papir, from Latin papyrus ‘paper-reed’ (see papyrus). The verb dates from the late 16th century.",2
2064,paperbacker,1960s; earliest use found in The Times.,2
2065,par,"Late 16th century (in the sense ‘equality of value or standing’): from Latin, ‘equal’, also ‘equality’. The golf term dates from the late 19th century.",2
2066,parachor,"1920s. From para- + ancient Greek χορός dance, but taken by S. Sugden as if having the sense ‘space’, by mistake for χώρα.",2
2067,parador,Spanish.,2
2068,parameter,"Mid 17th century: modern Latin, from Greek para- ‘beside’ + metron ‘measure’.",2
2069,pardoner,pardon,12
2070,parfumier,"French, from parfum perfume.",2
2071,pargeter,"Mid 16th century; earliest use found in Thomas Elyot (c1490–1546), humanist and diplomat. Partly from parget + -er, and partly from Middle French (Liège) porgeteur plasterer.",2
2072,parmentier,"From the name of Antoine A. Parmentier (1737–1813), the French agriculturalist who popularized the potato in France.",2
2073,particular,"Late Middle English: from Old French particuler, from Latin particularis ‘concerning a small part’, from particula ‘small part’.",2
2074,partner,"Middle English: alteration of parcener ‘partner, joint heir’, from Anglo-Norman French parcener, based on Latin partitio(n-) ‘partition’. The change in the first syllable was due to association with part.",2
2075,passenger,"Middle English: from the Old French adjective passager ‘passing, transitory’, used as a noun, from passage (see passage).",2
2076,passover,"From pass over ‘pass without touching’, with reference to the exemption of the Israelites from the death of their firstborn (Exod. 12).",2
2077,paster,paste,12
2078,pastor,"Late Middle English: from Anglo-Norman French pastour, from Latin pastor ‘shepherd’, from past- ‘fed, grazed’, from the verb pascere.",2
2079,pater,Latin.,2
2080,paternoster,"Old English, from Latin pater noster ‘our father’, the first words of the Lord&#39;s Prayer.",2
2081,pathographer,"1920s; earliest use found in Journal of Philosophy. From patho- + -grapher, after pathography.",2
2082,patissier,Mid 19th century: French.,2
2083,patter,Early 17th century: frequentative of pat.,2
2084,patterer,Early 16th century (in an earlier sense). From patter + -er.,2
2085,pauper,"Late 15th century: from Latin, literally ‘poor’. The word&#39;s use in English originated in the Latin legal phrase in forma pauperis, literally ‘in the form of a poor person’ (allowing non-payment of costs).",2
2086,pear,"Old English pere, peru, of West Germanic origin; related to Dutch peer, from Latin pirum.",2
2087,peculiar,"Late Middle English (in the sense ‘particular’): from Latin peculiaris ‘of private property’, from peculium ‘property’, from pecu ‘cattle’ (cattle being private property). The sense ‘strange’ dates from the early 17th century.",2
2088,pedlar,"Middle English: perhaps an alteration of synonymous dialect pedder, apparently from dialect ped ‘pannier’.",2
2089,pedometer,"Early 18th century: from French pédomètre, from Latin pes, ped- ‘foot’.",2
2090,peeler,peel,12
2091,peer,Late 16th century: perhaps a variant of dialect pire or perhaps partly from a shortening of appear.,2
2092,pegger,"Early 17th century; earliest use found in Randle Cotgrave (fl. 1587–?1630), lexicographer. From peg + -er.",2
2093,pelletizer,"1940s. From pellet + -izer. Compare slightly later pelletize, pelletized, pelletization, pelletizing, and also pelleter.",2
2094,penholder,"Early 19th century; earliest use found in Duke of Wellington (1769–1852), army officer and prime minister. From pen + holder.",2
2095,pentameter,"Early 16th century: via Latin from Greek pentametros (see penta-, -meter).",2
2096,peopler,"Mid 16th century; earliest use found in William Painter (?1540–1594), translator and administrator. From people + -er.",2
2097,pepper,"Old English piper, pipor, of West Germanic origin; related to Dutch peper and German Pfeffer; via Latin from Greek peperi, from Sanskrit pippalī ‘berry, peppercorn’.",2
2098,pepperer,"Middle English; earliest use found in Hustings Rolls. From pepper + -er, probably after Anglo-Norman peverer.",2
2099,per,"Latin, ‘through, by means of’; partly via Old French.",2
2100,perambulator,Early 17th century (in perambulator (sense 2)): from perambulate.,2
2101,percussor,percuss,12
2102,perfector,"Late 16th century; earliest use found in John Banister (1532/3–?1610), surgeon. From classical Latin perfector person who brings to completion or perfection from perfect-, past participial stem of perficere to accomplish + -or.",2
2103,perfumier,"1920s; earliest use found in The Chronicle-Telegram. Apparently from perfume + -ier. Compare Middle French, French † parfumier, Italian profumiere.",2
2104,perimeter,"Late Middle English: via Latin from Greek perimetros, based on peri- ‘around’ + metron ‘measure’.",2
2105,perjuror,Mid 16th century. From perjure + -or. Compare Anglo-Norman parjurour and Old French or Middle French perjureor.,2
2106,perpendicular,"Late Middle English (as an adverb meaning ‘at right angles’): via Old French from Latin perpendicularis, from perpendiculum ‘plumb line’, from per- ‘through’ + pendere ‘to hang’.",2
2107,perrier,"From the name of a spring at Vergèze, France, from which this water comes.",2
2108,pewter,"Middle English: from Old French peutre, of unknown origin.",2
2109,pfarrer,"Mid 19th century; earliest use found in William Thackeray (1811–1863), novelist. From German Pfarrer parish priest, pastor (Middle High German pharraere, late Old High German pharrāri) from Old High German pfarra, farra parish + -āri.",2
2110,pfeiffer,"Late 19th century; earliest use found in Robert Muir (1864–1959), pathologist. From the name of Richard Pfeiffer, German bacteriologist.",2
2111,phalanger,"Late 18th century: from French, from Greek phalangion ‘spider&#39;s web’ (because of the webbed toes of their hind feet).",2
2112,phasor,"1940s: from phase, on the pattern of vector.",2
2113,philander,"Mid 18th century: from the earlier noun philander ‘man, husband’, often used in literature as the given name of a lover, from Greek philandros ‘fond of men’, from philein ‘to love’ + anēr ‘man’.",2
2114,philosopher,philosophy,12
2115,phonographer,"Mid 19th century. From phono- + -grapher, after phonography.",2
2116,phosphor,Early 17th century: from Latin phosphorus (see phosphorus).,2
2117,photosensitizer,Early 20th century; earliest use found in Science. From photo- + sensitizer.,2
2118,photosynthesizer,1950s; earliest use found in American Midland Naturalist.,2
2119,picador,"Spanish, from picar ‘to prick’.",2
2120,pictor,Latin.,2
2121,piepowder,"Late Middle English; earliest use found in Domesday Ipswich. From Anglo-Norman pepoudrous, pié poudrous (adjective) dusty-footed, (noun) wayfarer (1214; compare Middle French (Poitou) pyé pouldreux travelling merchant, French † pied poudreux person unable to pay, also Middle French, French † avoir les pieds poudreux to leave without paying) from pié foot + poudrus dusty (from poudre + -ous, -eux). Compare post-classical Latin pede-pulverosus wayfarer, itinerant merchant, lit. dusty of foot, dusty-footed (from classical Latin pede, ablative of pēs foot + post-classical Latin pulverosus).",2
2122,pier,"Middle English: from medieval Latin pera, of unknown origin.",2
2123,piker,Late 19th century: from pike.,2
2124,pilaster,"Late 16th century: from French pilastre, from Italian pilastro or medieval Latin pilastrum, from Latin pila ‘pillar’.",2
2125,pilcher,"Late 16th century (in an earlier sense). Extended form of pilch, with apparently arbitrary ending&lt;br&gt;1920s; earliest use found in World&#39;s Paper Trade Review. Origin uncertain; probably related to pilch; compare pilcher.",2
2126,pilfer,"Late Middle English (as a noun in the sense ‘action of pilfering, something pilfered’): from Old French pelfrer ‘to pillage’, of unknown origin. Compare with pelf.",2
2127,pilger,"Early 19th century; earliest use found in Robert Forby (1759–1825), philologist. Apparently from pile + gare, and hence representing a formation much earlier than the date of the earliest attestations below&lt;br&gt;early 20th century. From German Pilger, lit ‘pilgrim’, after Pilgerschrittwalzwerk, lit ‘pilgrim&#39;s steps rolling mill’, so called in allusion to the alternate feeding in and partial withdrawal of the billet during the operation of the mill, which is said to resemble the steps of pilgrims approaching a shrine&lt;br&gt;1940s; earliest use found in Metallurgia. From pilger.",2
2128,pillar,"Middle English: from Anglo-Norman French piler, based on Latin pila ‘pillar’.",2
2129,pincer,"Middle English: from Anglo-Norman French, from Old French pincier ‘to pinch’.",2
2130,pinder,Middle English. From pind + -er. Compare earlier pounder and later poinder.,2
2131,pinscher,"Early 20th century. From German Pinscher, of uncertain origin.",2
2132,pioneer,"Early 16th century (as a military term denoting a member of the infantry): from French pionnier ‘foot soldier, pioneer’, Old French paonier, from paon, from Latin pedo, pedon- (see pawn).",2
2133,pipelayer,Early 19th century; earliest use found in The Times. From pipe + layer.,2
2134,pipeliner,Late 19th century. From pipeline + -er.,2
2135,piper,pipe,12
2136,pipettor,"1940s; earliest use found in Science. Partly from pipette + -or, and partly from pipette + -or.",2
2137,pipper,1950s; earliest use found in Statesville (North Carolina) Record &amp; Landmark. Probably from pip + -er.,2
2138,piscator,"Mid 17th century: Latin, from piscis ‘fish’.",2
2139,pistolier,"Mid 16th century. From Middle French, French pistolier, from pistole + -ier.",2
2140,pitcher,pitch,12
2141,pithivier,"From French Pithiviers, the name of a small town in the department of the Loiret.",2
2142,pitter,"Late 19th century; earliest use found in Defiance (Ohio) Democrat. From pit + -er. In later use also partly from pit + -er&lt;br&gt;early 19th century; earliest use found in The Edinburgh Review. Either shortened from pitter-patter, or variant of patter.",2
2143,placer,"Early 19th century: from Latin American Spanish, literally ‘deposit, shoal’; related to placel ‘sandbank’, from plaza ‘a place’.",2
2144,plaiter,plait,12
2145,planimeter,"Mid 19th century: from French planimètre, from Latin planus ‘level’ + -mètre ‘(instrument) measuring’.",2
2146,plantar,"Early 18th century: from Latin plantaris, from planta ‘sole’.",2
2147,plaster,"Old English, denoting a bandage spread with a curative substance, from medieval Latin plastrum (shortening of Latin emplastrum, from Greek emplastron ‘daub, salve’), later reinforced by the Old French noun plastre. Sense 1 dates from late Middle English.",2
2148,platter,"Middle English: from Anglo-Norman French plater, from plat ‘large dish’ (see plate).",2
2149,playboater,1990s; earliest use found in Canoe.,2
2150,playworker,1970s; earliest use found in The Times. From play + worker.,2
2151,pleacher,Late 17th century (in an earlier sense). From pleach + -er.,2
2152,plonker,Mid 19th century (as a dialect word meaning ‘something large of its kind’): from the verb plonk + -er.,2
2153,plover,"Middle English: from Anglo-Norman French, based on Latin pluvia ‘rain’.",2
2154,plumber,"Late Middle English (originally denoting a person dealing in and working with lead): from Old French plommier, from Latin plumbarius, from plumbum ‘lead’.",2
2155,plumer,Middle English (in an earlier sense). In sense 1 apparently from plume + -er; compare later plumier.,2
2156,plunder,"Mid 17th century: from German plündern, literally ‘rob of household goods’, from Middle High German plunder ‘household effects’. Early use of the verb was with reference to the Thirty Years War (reflecting German usage); on the outbreak of the Civil War in 1642, the word and activity were associated with the forces under Prince Rupert.",2
2157,poetaster,"Late 16th century: modern Latin, from Latin poeta ‘poet’ + -aster.",2
2158,poindexter,"1950s: the name of a character in the animated television series Felix the Cat, noted for his intelligence and his use of scientific jargon.",2
2159,poker,poke,12
2160,polar,pole,12
2161,polarimeter,Mid 19th century: from medieval Latin polaris ‘polar’ + -meter.,2
2162,polder,"Early 17th century: from Dutch, from Middle Dutch polre.",2
2163,poler,Mid 19th century: short for pole bullock.,2
2164,polylinker,1970s; earliest use found in Science.,2
2165,polymer,"Mid 19th century: from German, from Greek polumeros ‘having many parts’, from polu- ‘many’ + meros ‘a share’.",2
2166,polywater,1960s: from poly- + water.,2
2167,pomander,"Late 15th century: from Old French pome d&#39;embre, from medieval Latin pomum de ambra ‘apple of ambergris’.",2
2168,ponderer,ponder,12
2169,ponor,"Early 20th century. From German Ponor and its etymon Serbian and Croatian ponor chasm, abyss.",2
2170,poofter,Early 20th century: extended form.,2
2171,poor,"Middle English: from Old French poure, from Latin pauper.",2
2172,pooter,"1930s: said to be from the name of William Poos (1891–1987), American entomologist.",2
2173,poplar,"Middle English: from Old French poplier, from Latin populus ‘poplar’.",2
2174,popular,"Late Middle English (in the sense ‘prevalent among the general public’): from Latin popularis, from populus ‘people’. Sense 1 dates from the early 17th century.",2
2175,porringer,"Late Middle English (earlier as potager and pottinger): from Old French potager, from potage ‘contents of a pot’.",2
2176,porter,port,12
2177,possessioner,"Late Middle English (in an earlier sense). Either from Anglo-Norman possessioner possessor, owner, or directly from possession + -er.",2
2178,posterior,"Early 16th century (as a plural noun denoting descendants): from Latin, comparative of posterus ‘following’, from post ‘after’.",2
2179,postholder,"Early 19th century; earliest use found in Anne Plumptre (1760–1818), writer and translator. From post + holder, ultimately after Dutch posthouder&lt;br&gt;1960s. From post + holder.",2
2180,potager,Mid 17th century: from French jardin potager ‘garden providing vegetables for the pot’.,2
2181,pother,Late 16th century: of unknown origin.,2
2182,potter,"Mid 17th century (in the sense ‘poke repeatedly’): frequentative of dialect pote ‘to push, kick, or poke’ of unknown origin.",2
2183,poulter,"Late Middle English. From Anglo-Norman poleter, poletier, pulter, pultere, pulleter, pulletere, pulletier and Old French, Middle French pouletier, Middle French poletier, poulletier from polet, poulet, poullet, pulet, pullet + -er, -ier. Compare post-classical Latin pulletarius poulterer (frequently 1241–1419 in British sources), poletarius, pultarius, pulterius.",2
2184,poulterer,"Late 16th century: from archaic poulter, in the same sense, from Old French pouletier.",2
2185,pourparler,"Early 18th century. From French pourparler negotiation, use as noun of the infinitive of pourparler.",2
2186,powder,"Middle English: from Old French poudre, from Latin pulvis, pulver- ‘dust’.",2
2187,power,"Middle English: from Anglo-Norman French poeir, from an alteration of Latin posse ‘be able’.",2
2188,powerboater,Early 20th century; earliest use found in The Daily Northwestern. From powerboat + -er.,2
2189,powermonger,Mid 17th century; earliest use found in Richard Whitlock (b. ?1616).,2
2190,practitioner,"Mid 16th century: extension of obsolete practitian, variant of practician.",2
2191,praelector,"Late 16th century; earliest use found in John Ferne (c1560–1609), administrator and writer on heraldry. From classical Latin praelector person who reads an author to others and adds explanations, in post-classical Latin also lecturer at a university from praelect-, past participial stem of praelegere + -or.",2
2192,praepostor,"Mid 18th century: from praepositor, alteration of Latin praepositus ‘head, chief’, past participle of praeponere ‘set over’, from prae ‘ahead’ + ponere ‘to place’.",2
2193,praetor,"Latin, perhaps from prae ‘before’ + it- ‘gone’ (from the verb ire).",2
2194,prayer,pray,12
2195,preacher,preach,12
2196,precentor,"Early 17th century: from French précenteur or Latin praecentor, from praecent- ‘sung before’, from the verb praecinere, from prae ‘before’ + canere ‘sing’.",2
2197,preceptor,"Late Middle English: from Latin praeceptor, from praecept- ‘warned, instructed’, from the verb praecipere (see precept).",2
2198,precursor,"Late Middle English: from Latin praecursor, from praecurs- ‘preceded’, from praecurrere, from prae ‘beforehand’ + currere ‘to run’.",2
2199,predator,"1920s: from Latin praedator ‘plunderer’, from praedat- ‘seized as plunder’, from the verb praedari (see predation).",2
2200,predecessor,precede,12
2201,prefactor,Late 19th century. From pre- + factor. Compare postfactor.,2
2202,preheater,Mid 19th century; earliest use found in Scientific American. From preheat + -er.,2
2203,premier,"Late 15th century: from Old French, ‘first’, from Latin primarius ‘principal’.",2
2204,preparator,"Late 15th century; earliest use found in Gilbert Hay (c1397–c1465), soldier and poet. From post-classical Latin praeparator person who prepares (early 3rd cent. in Tertullian, of John the Baptist) from classical Latin praeparāt-, past participial stem of praeparāre + -or.",2
2205,presbyter,"Late 16th century: via ecclesiastical Latin from Greek presbuteros ‘elder’ (used in the New Testament to denote an elder of the early church), comparative of presbus ‘old (man)’.",2
2206,prescaler,1950s. From pre- + scaler.,2
2207,presider,Late 17th century. From preside + -er.,2
2208,pressmaster,"Early 17th century; earliest use found in Joseph Swetnam (d. 1621), pamphleteer. From press + master.",2
2209,primer,prime,12
2210,prior,"Early 18th century: from Latin, literally ‘former, elder’, related to prae ‘before’.",2
2211,prisoner,"Late Middle English: from Old French prisonier, from prison (see prison).",2
2212,privateer,"Mid 17th century: from private, on the pattern of volunteer.",2
2213,prizer,Late Middle English (in an earlier sense). From prize + -er&lt;br&gt;mid 19th century. From prize + -er. Compare earlier prizeman and also prize winner.,2
2214,processer,Late 19th century; earliest use found in Overland Monthly. From either process or process + -er.,2
2215,proctor,Late Middle English: contraction of procurator.,2
2216,procurator,"Middle English (denoting a steward): from Old French procuratour or Latin procurator ‘administrator, finance agent’, from procurat- ‘taken care of’, from the verb procurare (see procure).",2
2217,procurer,procure,12
2218,professor,"Late Middle English: from Latin professor, from profess- ‘declared publicly’, from the verb profiteri (see profess).",2
2219,profilometer,Late 19th century (in an earlier sense). From profile + -ometer.,2
2220,progenitor,"Late Middle English: from Old French progeniteur, from Latin progenitor, from progenit- ‘begotten’, from the verb progignere, from pro- ‘forward’ + gignere ‘beget’.",2
2221,promoter,promote,12
2222,proportioner,Late 16th century (in an earlier sense). From proportion + -er.,2
2223,propper,Mid 16th century. From prop + -er.,2
2224,proprioceptor,Early 20th century: from Latin proprius ‘own’ + receptor.,2
2225,prosector,"Mid 19th century: from late Latin, literally ‘anatomist’, based on Latin secare ‘to cut’, perhaps via French prosecteur.",2
2226,protocluster,1950s; earliest use found in Scientific Monthly.,2
2227,protomer,"1920s; earliest use found in Thomas Lowry (1874–1936), physical chemist. From proto- + -mer&lt;br&gt;1960s. From prot- + -o- + -mer.",2
2228,provender,"Middle English: from Old French provendre, based on an alteration of Latin praebenda ‘things to be supplied’ (see prebend).",2
2229,provisor,"Late Middle English: from Anglo-Norman French provisour, from Latin provisor, from provis- ‘provided’ (see provision).",2
2230,pryer,"Mid 16th century; earliest use found in Richard Huloet (fl. 1552), lexicographer. From pry + -er.",2
2231,psalter,"Old English (p)saltere, via Latin psalterium from Greek psaltērion ‘stringed instrument’.",2
2232,psychobiographer,"1930s; earliest use found in Science. From psycho- + biographer, after psychobiography.",2
2233,psykter,"Mid 19th century. From ancient Greek ψυκτήρ wine-cooler from ψύχειν to cool, of unknown origin, but distinct from ψύχειν to breathe, blow + -τήρ, suffix forming agent nouns.",2
2234,pucker,"Late 16th century (as a verb): probably frequentative, from the base of poke and pocket (suggesting the formation of small purse-like gatherings).",2
2235,puler,"Late 16th century; earliest use found in Thomas North (1535–?1603), translator. From pule + -er.",2
2236,pulsar,"From puls(ating st)ar, on the pattern of quasar.",2
2237,pulvinar,"Late 16th century (in an earlier sense). From classical Latin pulvīnar couch or cushioned seat of the gods, cushioned seat at a Roman circus, use as noun of neuter of pulvīnāris (adjective) of or belonging to a cushion from pulvīnus cushion, pillow + -āris&lt;br&gt;late 19th century; earliest use found in Proceedings of the Royal Society of London. From pulvinus + -ar.",2
2238,punkster,1970s; earliest use found in New Musical Express. From punk + -ster.,2
2239,purificator,"Mid 18th century (in an earlier sense). From classical Latin pūrificāt-, past participial stem of pūrificāre purify + -or; originally after French purificateur. Compare post-classical Latin purificator, Catalan purificador, Spanish purificador, Italian purificatore.",2
2240,purler,"Mid 19th century: from dialect purl ‘upset, overturn’.",2
2241,purrer,Early 19th century; earliest use found in Blackwood&#39;s Magazine. From purr + -er.,2
2242,putcher,"Late 18th century; earliest use found in Treadway Russell Nash (1725–1811), Church of England clergyman and antiquary. Apparently related to putt, although the nature of the relationship is unexplained.",2
2243,putter,putt,12
2244,quacker,Mid 19th century; earliest use found in John Wilson. From quack + -er.,2
2245,quaestor,"Latin, from an old form of quaesit- ‘sought’, from the verb quaerere.",2
2246,quaker,quake,12
2247,quarter,"Middle English: from Old French quartier, from Latin quartarius ‘fourth part of a measure’, from quartus ‘fourth’, from quattuor ‘four’.",2
2248,quartier,French.,2
2249,quasar,1960s: contraction of quasi-stellar.,2
2250,quaver,"Late Middle English (as a verb in the general sense ‘tremble’): from dialect quave ‘quake, tremble’, probably from an Old English word related to quake. The noun is first recorded (mid 16th century) as a musical term.",2
2251,queer,"Early 16th century: considered to be from German quer ‘oblique, perverse’, but the origin is doubtful.",2
2252,queuer,"1920s; earliest use found in Sunday State Journal (Lincoln, Nebraska). From queue + -er.",2
2253,quiver,"Middle English: from Old English cwifer ‘nimble, quick’. The initial qu- is probably symbolic of quick movement (as in quaver and quick).",2
2254,quoter,quote,12
2255,rabbiter,Mid 19th century; earliest use found in The Times. From rabbit + -er.,2
2256,radar,1940s: from ra(dio) d(etection) a(nd) r(anging).,2
2257,radnor,"Mid 19th century. From Radnor, the name of a region in central Powys, east Wales (formerly the county of Radnorshire), where such sheep were originally bred.",2
2258,rafter,raft,12
2259,ragler,"Late Middle English. Alteration of Welsh rhaglaw regent, deputy, especially a lord&#39;s chief representative in a commot from rhag- pre-, fore- + llaw hand, after -er.",2
2260,railmotor,Early 20th century; earliest use found in The Times.,2
2261,ramsar,"1970s; earliest use found in The Economist. From Ramsar (Persian Rāmsar), the name of a town in northern Iran where the Convention on Wetlands of International Importance Especially as Waterfowl Habitat was signed in 1971.",2
2262,ranker,rank,12
2263,rapier,"Early 16th century: from French rapière, from râpe ‘rasp, grater’ (because the perforated hilt resembles a rasp or grater).",2
2264,raptor,"Late Middle English: from Latin, literally ‘plunderer’, from rapt- ‘seized’, from the verb rapere.",2
2265,rasher,Late 16th century: of unknown origin.,2
2266,raster,"1930s: from German Raster, literally ‘screen’, from Latin rastrum ‘rake’, from ras- ‘scraped’, from the verb radere.",2
2267,rater,"Early 17th century; earliest use found in Randle Cotgrave (fl. 1587–?1630), lexicographer. From rate + -er.",2
2268,razor,"Middle English: from Old French rasor, from raser ‘shave closely’ (see raze).",2
2269,reader,read,12
2270,realgar,"Late Middle English: via medieval Latin from Arabic rahj al-ġār ‘arsenic’, literally ‘dust of the cave’.",2
2271,realpolitiker,"Early 20th century. From German Realpolitiker from real + Politiker politician, after Realpolitik.",2
2272,realtor,Early 20th century: from realty + -or.,2
2273,rear,"Middle English (first used as a military term): from Old French rere, based on Latin retro ‘back’.",2
2274,reassurer,Late 18th century. From reassure + -er. Compare assurer.,2
2275,recapitulator,"Late Middle English; earliest use found in Prefatory Epistle St. Jerome. From post-classical Latin recapitulat-, past participial stem of recapitulare recapitulate + -or.",2
2276,receptor,receive,12
2277,reconditioner,1920s; earliest use found in U.S. Patents. From recondition + -er.,2
2278,recorder,record,12
2279,rector,"Late Middle English: from Latin rector ‘ruler’, from rect- ‘ruled’, from the verb regere.",2
2280,redemptor,"Late Middle English; earliest use found in The Book of Margery Kempe. From Anglo-Norman redemptur Christ, as redeemer (second quarter of the 13th cent. or earlier; compare in same sense Old French redemptor, Middle French redempteur, French rédempteur) and its etymon classical Latin redemptor contractor, person who buys up rights dependent on the outcome of a lawsuit, ransomer, in post-classical Latin also God or Christ as redeemer (Vetus Latina), Trinitarian from redempt-, past participial stem of redimere + -or. Compare Catalan redentor, Spanish redentor, Portuguese redentor, Italian redentore.",2
2281,reeder,Middle English. From reed + -er. Compare later reed.,2
2282,reefer,1930s: perhaps related to Mexican Spanish grifo ‘(smoker of) cannabis’.,2
2283,reeper,"Mid 18th century. Probably from Marathi rīp lath used in making a roof or its apparent etymon Telugu rivva, rebba small branch (earlier *rippa, *rimpa), perhaps influenced in form by rafter.",2
2284,refueller,1920s; earliest use found in The Los Angeles Times. From refuel + -er.,2
2285,regarder,"Early 16th century; earliest use found in Charter of London. From regard + -er, originally after Anglo-Norman regardour, regardor, regardeor, Anglo-Norman and Middle French regardeur (French regardeur) inspector, controller (both 1170 in Anglo-Norman), spectator, forest officer, and post-classical Latin regardor, reguardor forest officer, regardator forest officer (frequently from 1160 in British sources).",2
2286,register,"Late Middle English: from Old French regestre or medieval Latin regestrum, registrum, alteration of regestum, singular of late Latin regesta ‘things recorded’, from regerere ‘enter, record’.",2
2287,registerer,"Late 15th century; earliest use found in John Lydgate (c1370–c1449), poet and prior of Hatfield Regis. From register + -er. Compare post-classical Latin registerarius.",2
2288,registrar,"Late 17th century: from medieval Latin registrarius, from registrum (see register).",2
2289,regressor,1950s. From regress + -or.,2
2290,regretter,"Mid 17th century; earliest use found in Edward Waterhouse (1619–1670), heraldic writer. From regret + -er.",2
2291,regular,"Late Middle English: from Old French reguler, from Latin regularis, from regula ‘rule’.",2
2292,reindeer,"Late Middle English: from Old Norse hreindýri, from hreinn ‘reindeer’ + dýr ‘deer’.",2
2293,reisner,"Mid 19th century; earliest use found in John Loudon (1783–1843), landscape gardener and horticultural writer. From the name of Johann Heinrich Riesener, German cabinetmaker and inlay artist, who worked in France, chiefly at the court of Louis XVI.",2
2294,rejecter,"Late 16th century; earliest use found in John Foxe (?1517–1587), martyrologist. From reject + -er.",2
2295,rejoinder,Late Middle English: from Anglo-Norman French rejoindre (infinitive used as a noun) (see rejoin).,2
2296,relativizer,"1940s. Partly from relative + -izer, and partly from relativize + -er.",2
2297,relocator,"Mid 19th century. From re- + locator, after relocate.",2
2298,remainder,remain,12
2299,remainer,"Mid 16th century; earliest use found in Thomas Stapleton (1535–1598), Roman Catholic theologian. From remain + -er.",2
2300,remuster,Late Middle English. From re- + muster. In later use probably after remuster&lt;br&gt;early 19th century. From re- + muster. Compare remuster.,2
2301,render,"Late Middle English: from Old French rendre, from an alteration of Latin reddere ‘give back’, from re- ‘back’ + dare ‘give’. The earliest senses were ‘recite’, ‘translate’, and ‘give back’ (hence ‘represent’ and ‘perform’); ‘hand over’ (hence ‘give help’ and ‘submit for consideration’); ‘cause to be’; and ‘melt down’.",2
2302,rentier,"French, from rente ‘dividend’.",2
2303,reoffer,"Early 17th century; earliest use found in Joshua Sylvester (d. 1618), poet and translator. From re- + offer.",2
2304,repayer,"Early 17th century; earliest use found in Randle Cotgrave (fl. 1587–?1630), lexicographer. From repay + -er.",2
